document_id,title,text,url,motorized transport,non-motorized transport,cycling,walking,scooters,public transport (local),public transport (long-distance),commercial transport,stationary traffic (parking),moving traffic,inter- and multimodality,new services
Ott446,Parken in der Großen Brunnenstraße,"Die Große Brunnenstraße ist v.a. zwischen Behringstr. und Ottenser Hauptstr. oft sehr verstopft, was auch daran liegt, dass viele Fahrzeuge außerhalb der vorgesehenen Parkflächen auf der Straße parken.
Für Radfahrer und Autofahrer wäre der Verkehr sicherer und übersichtlicher, wenn außerhalb der vorgesehenen Parkbuchten Parkverbot wäre
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/446,1,1,1,0,0,0,0,0,1,1,0,0
Ott447,Ottenser Hauptstr. - Belastungen,"Die Ottenser Hauptstr. weist folgende Belastungen und Nachbesserungsbedarfe auf:
Lärmbelästigung durch:
- Schnelles Fahren des MIV auf Kopfsteinpflaster - Lang anhaltendes Laufen von Motoren, bspw. Kühltransporte
- Hohe Frequenz von Hupsignalen durch Gefahren- u. Konkurrenzsituationen
- Alarmanlagen von Fahrzeugen und Ladenlokalen
- Insb. in Abendstd. feiernde lautstarke Gesellschaften ('Ballermannisierung')
Gesundheitl. Faktoren /Gefährdungspkt.:
- Lärmbelastung s.o.
- Abgase des MIV
- Geruchsbelästigung durch Gastronomie
- Hoher Verschmutzungsgrad durch Nutzungsdruck
- Sehr geringer Grünanteil
- Hitzebelastung durch fehlendes Grün
- Starkregengefährdung durch fehlende Wasser Speicher-, Versickerungsmöglichkeiten
- Sehr starke Konkurrenzsituation des MIV/Fahrrad/Fußgänger:innen (Fährräder auf Gehweg, teilw. hohe Geschw. von Fahrzeugen bei hoher Dichte von Fußgänger:innen, wenig Platz/Angebote für Mobilitätseingeschränkte
- abnehmende soz. Kontrolle ggf. durch 'Ballermannisierung'
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/447,1,1,1,1,0,0,0,1,0,1,0,0
Ott448,Keinen Autobahnzubringer,"Die Verbreiterung der Straße für die Veloroute hat dazu geführt, dass auch mehr Platz für die Autos ist und diese keine Rücksicht mehr auf die Fahrradfahrer nehmen müssen.
Somit wurde im Ergebnis die Durchfahrt durch Ottensen für die Autos verbessert.
Dies ist eine Fehlentwicklung, die korrigiert werden muss.
Der Einbau eine Schranke, die den Durchgangsverkehr verhindert und sich für Autos, Taxis, Einsatzfahrzeuge und Anwohner mit Anwohnerausweis öffnet ist die Lösung.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/448,1,1,1,0,0,0,0,0,0,1,0,0
Ott449,Gehwegparken ahnden,"In der Borselstraße ist zum größten Teil das Gehwegparken nicht gestattet.
Trotz regelmäßiger Kontrollen werden Verstöße hier nicht geahndet.
Besonders auf der östlichen Straßenseite können dadurch zwei Personen nicht nebeneinander gehen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/449,1,1,0,1,0,0,0,0,1,1,0,0
Ott450,Wolf im Schafspelz,"Hier ist eine Bürokratie am Werk, die schon so manch Fragwürdiges umgesetzt hat, wollte bzw. und umsetzten will.
Beispiele gefällig.
Zeise 2: Büroklotz trotz Bürgerbeteiligung, kein (bezahlbarer) Wohnraum
Abriss Bismarck-Bad: Geschäftshaus mit Leerstand trotz Bürgerprotest
Neue Gr. Bergstr.: Ikea-Klotz mit komplett versiegelter Fläche ohne Baum und Grün
Veloroute 1, Eulenstr.: Vollversiegelte Radtrasse ohne Begrünung.
Spritzenplatz: Hochhaus soll heutige, lichte Bebauung ersetzen trotz Bürgerprotest
Radtrasse direkt am Elbstrand geplant: Verhindert durch Bürgerprotest
Fischi-Park: Baustelle auf einer Spielwiese im Frühjahr, Sommer trotz Bürgerprotest
Hinterhofverdichtung Friedensallee: Bürgerbewegung Otte60 konnte Wohnklötze verhindern und grüne Idylle erhalten
Besser eine unabhängige, freie Initiative gründen.
Bringt dann dort Vorschläge ein.
Nehmt euch ein Beispiel an Otte60.
Fallt nicht auf diese Behörde rein, es ist ein Wolf im Schafspelz.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/450,0,0,0,0,0,0,0,0,0,0,0,0
Ott451,Fahrradstellplätze Holstentwiete,"Hier wurden vor einigen Jahren sehr viele Farradplätze so schlecht eingebaut, dass die Räder den ohnehin nur 1,5m breiten Fußweg auf 1m einengen.
Der Postbote mit seinem Lastenfahrrad manövriert sich da kopfschüttelnd vorbei, Begegnungen zwischen Fußgängern sind schwierig, auch ohne Kinderwagen oder Rollator.
Dabei hätte man die Fahrradständer nur etwas schräger einbauen müssen, dann wäre der Fußweg nicht eingeschränkt.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/451,0,1,1,1,0,0,0,0,1,1,0,0
Ott452,Bitte keinen Durchgangsverkehr mehr,"Jetzt hatten wir ein Jahr Ruhe und es hat nicht den ganzen Tag nach Abgasen gestunken.
Laut Baustellenschild geht es demnächst wieder los.
In der engen Klausstrasse ziehen die Abgase aber nicht ab.
Daher bitte zukünftig keinen Durchgangsverkehr mehr.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/452,1,0,0,0,0,0,0,0,0,1,0,0
Ott453,Fahrradwege in der Barnerstraße,"Von der Friedensallee/ Beringstraße kommend pendeln täglich viele Radfahrer durch den Lessingtunnel in Richtung Innenstadt.
Das sichere Passieren der Barnerstraße ist dabei in beide Richtungen kaum möglich.
Dabei wäre genug Platz für Fahrradwege!
Hier müsste dringend die Radfahrinfrastruktur verbessert werden!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/453,0,1,1,0,0,0,0,0,0,1,0,0
Ott454,Freiraum Ottensen freier Verkehr für alle,"Alle sollen Verkehrsteilnehmer sollen sich auf Ottensens Straße bewegen können.
Motorisierte Verkehrsteilnehmer im Schritttempo, orientiert an den Fußgängern.
Sind keine da, orientiert an den Radfahrern.
Alle Punkte sollen erreichbar sein, aber nicht schnell, bequem und billig.
Sondern: hohe Parkgebühren für Auswärtige, Straßenblockkonzept nach den Ottenser Gestalten.
Lieferfahrzeuge zeitlich und örtlich begrenzt wie bei ""Ottensen macht Platz"".
Engmaschige Tempokontrolle durch Radarfallen in Straßenlaternen oder Pollern.
Radfahrer sollen auf Fahrrad-geeigneten Wegen durch die Straßen Ottensens radeln.
Man kann sich auch Flanierradelstrecken und parallel Schnellradelstrecken vorstellen.
Also zumindest auf der Radspur kein Kopfsteinpflaster.
Der Einkauf soll nicht zerquetscht nach Hause gebracht werden.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/454,1,1,1,0,0,0,0,1,0,1,0,0
Ott455,Kopfsteinpflaster,"Auch Fußgänger nutzen das Kopfsteinpflaster ungern, wie Beobachtungen während ""Ottensen macht Platz"" gezeigt haben.
Die Straßen waren frei, ich bin aus politischen Gründen auf der Straße gegangen, oft alleine.
Die Fußwege waren wie immer voll.
Auch die Liebhaber von Kopfsteinpflaster werden es nicht mögen, darauf zu fanieren, da man die Augen die ganze Zeit uaf dem Fußboden haben muss.
Es mag optische und historische Gründe für die Beibehaltung zu geben, praktische sicher nicht.
Weder für Fußgänger noch für Radfahrer.
Außer es ist das sehr teure abgeflachte Pflaster.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/455,0,1,1,1,0,0,0,0,0,1,0,0
Ott456,Differenzierung bei Radfahrern,"Es gibt langsam bis mittelschnell fahrende Radfahrer, doch durchaus auch deutlich schneller fahrende Radfahrer.
Beide zusammen passen nicht auf solch enge Radwege wie bei der von der Idee her mehr als 10 Jahre alten Velorouten.
Damals gab es kaum E-Bikes...
Also: Gemeinsame Fahrbahn für Autos und schnell fahrende Radfahrende, Extrafahrbahn für die anderen Radfahrenden.
Auf der ""Schnellbahn"" muss sich der Autofahrende an der Geschwindigkeit des langsamer Fahrenden orientieren.
Verkehrswende heißt für mich: Egal ob Elektroantrieb oder Benzin/Diesel, Autofahren heißt nicht mehr schnell von A nach B zu kommen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/456,1,1,1,0,0,0,0,0,0,1,0,1
Ott457,"Wo fährt es sich gut, wo schlecht?","In Bremen gibt es Fahrradrouten, auf denen nur Anwohner mit dem Auto fahren dürfen.
Parallel dazu Straßen mit Fahrradweg.
Die Fahrradrouten sind dadurch attraktiv, dass man so dem Lärm und Gestank von Autos wenig ausgesetzt ist.
Überall, wo es Kopfsteinpflaster gibt, fährt man schlecht, außer es ist abgeflacht.
Ganz gut fährt man auf der Großen Rainstraße zwischen Spritzenplatz und Kleine Rainstraße, da dort wenig Autos fahren.
Leider gibt es keine Radspur.
Meine 10-jährige Tochter fährt alleine generell nur auf dem Fußweg.
Hierzu der Spruch eines Polizisten: ""Besser man zahlt Geld, als mit dem Leben"".
Ist zwar traurig, aber wahr.
Solange es keine Radwege für schwache Verkehrsteilnehmer gibt, sollten diese lieber rücksichtsvoll auf dem Gehweg fahren.
Wahrscheinlich wurden entlang der neuen Veloroute deshalb die Bürgersteige so breit ausgelegt.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/457,0,1,1,0,0,0,0,0,0,1,0,0
Ott458,Müll in den Straßen,"Ottensen muss nicht wie geleckt aussehen, aber auch nicht wie eine Müllkippe.
Vor unserem Haus, Mottenburgerstraße 26 sammelt sich der Müll der ganzen Straße, obgleich wir Hausbewohnern selbst, unseren Müll in der Ottenser Hauptstraße in einem der unterirdischen Container entsorgen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/458,0,0,0,0,0,0,0,0,0,0,0,0
Ott459,Zwischen Große Rainstraße und Ottenser Hauptstraße,"Der Übergang zwischen den beiden Straße ist generell eine gute Idee, leider erkennt man als Fußgänger nicht, dass das ein Weg für Radfahrer ist.
Außerdem parken hier oft Lieferfahrzeuge, die die Sicht versperren.
Man kommt von der Großen Rainstraße aus kommend auch schlecht in die Bahrenfelder Straße Richtung Elbe, nur wenn der Verkehr von dort durch Fußgänger auf dem Zebrastreifen zum Spritzenplatz blockiert ist.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/459,1,1,1,1,0,0,0,1,1,1,0,0
Ott460,Große Brunnenstraße,"Die Große Brunnenstraße zwischen Kemal-Altun-Platz und Erdmannstraße ist stets eine Katastrophe für Radfahrende und Autofahrende.
Eine Einbahnstraßenregelung würde vielleicht Erleichterung bringen.
Außerdem absolutes Park- und Halteverbot in der Engzone.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/460,1,1,1,0,0,0,0,0,1,1,0,0
Ott461,Hinter dem Lessingtunnel,"Kommt man von der Max-Brauer-Allee durch den Lessingtunnel in die Behringstraße gibt es einen unklaren Bereich, der rot-braun gescheckte Gehweg-Bereich.
Darf man dort Rad fahren?
Wo soll man dort Rad fahren?
Eine sehr unklare Stelle.
Auf der Straße ist es unangenehm, auf dem Gehweg parken Autos.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/461,1,1,1,0,0,0,0,0,1,1,0,0
Ott462,Große Rainstraße Richtung Lessingtunnel,"Möchte man von der Großen Rainstraße per Rad zum Lessingtunnel, ist die Autosituation bei der Überquerung der Scheel-Plessen-Straße sehr schlecht einsehbar.
Die Autos sausen von Lessingtunnel aus kommend bergauf und sind wegen der Kurve kaum zu sehen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/462,0,1,1,0,0,0,0,0,0,1,0,0
Ott463,Rohrkrepierer: Fahrradzone und Grüner Pfeil für abbiegende Radfahrende?,"Herr Scheuer hat sie ins Leben gerufen, doch sie ist bisher ein Rohrkrepierer.
Nirgends ist eine Radzone eingerichtet.
Ottensen würde sich dafür anbieten, da es hier seit langem eine große Menge an Radfahrern gibt.
Auch den Grünen Pfeil für Radfahrende hat Herr Scheuer ermöglicht.
Leider habe ich bisher noch keinen im Straßenverkehr wahrgenommen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/463,0,1,1,0,0,0,0,0,0,1,0,0
Ott464,Mottenburger Straße,"Kein Radweg, Kopfsteinpflaster, enge Gehwege und parkende Autos auf beiden Seiten.
Alles ist hier zu verbessern wie auf fast allen Straßen Ottensens
Also eine bis zwei adäquate Radspuren, einseitiges Parken, breitere Gehwege ohne Laternenpfähle nach 2/3 des Weges.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/464,1,1,1,1,0,0,0,0,1,1,0,0
Ott465,Öffentliche Sitzgelegenheiten,"Verlängerung der Fußgängerzone  bis zum Ende der Ottenser Hauptstrasse einschließlich der Reitbahn.
Statt Stroer Stadtmöblierung Möglichkeiten von Sitzgelegenheiten ohne Konsumzwang als Orte der Begegnung.
Mir würde auch ein Wasserspiel gefallen.
Die bis jetzt befahrene Ottenser Hauptstasse könnte begrünt werden, so gäbe es im Sommer Schatten.
Die Strasse als öffentlicher Raum ist zu sehr Parkplatz von Privatmenschen, deutliche Erhöhung der Preise von Anwohnerparkausweisen.
Viel mehr Möglichkeiten von Fahrradparkpläten, so bleiben oft nur Straßenschilder und Laternen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/465,1,1,1,1,0,0,0,0,1,1,0,0
Ott466,Lärmbelästigung durch Gehupe (und Kopfsteinpflaster),"Immer wieder kommt es zu Unstimmigkeiten zwischen AutofahrerInnen, FahrradfahrerInnen und FußgängerInnen, was sich meist in lautem Gehupe seitens der AutofahrerInnen äußert.
Das ist nicht nur strafbar (nur wer sich und andere gefährdet sieht, darf die Hupe betätigen), sondern auch eine extreme Lärmbelästigung, da es sich nicht nur um eine/n HuperIn handelt, sondern um etliche.
Zudem ist auch das Rollgeräusch der Autos aufgrund der nicht an die Geschwindigkeitsbegrenzung haltenden AutofahrerInnen nicht unerheblich.
Besonders nachts, wenn die Straßen vermeintlich leer sind, vermehrt sich das Aufkommen der RaserInnen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/466,1,1,1,1,0,0,0,0,0,1,0,0
Ott467,Fahrradfahren entgegen der Auto-Richtung,"Obwohl das Radfahren entgegen der Autofahr-Richtung (also entgegen der Einbahnstraße) erlaubt ist, wird man dank uneinsichtiger AutofahrerInnen häufig sehr eng an die parkenden Autos gedrängt.
Das ist insbesondere deshalb gefährlich, da aufgrund des Kopfsteinpflasters mit natürlichen Schwankungen beim Fahrradfahren zu rechnen ist, da sich dieser Bodenbelag nicht optimal anbietet für die dünnen Reifen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/467,1,1,1,0,0,0,0,0,1,1,0,0
Ott468,Lärmbelästigung Kneipenszene,"Dank Reh-Bar, Laundrette & Co. ist es als BewohnerIn nahezu unmöglich, mit offenem Fenster zur Ottenser Hauptstraße zu schlafen.
Außengastronomie hin oder her, muss eine Beschallung sowohl unter der Woche (regelmäßig bis mind. 0 Uhr) als auch am Wochenende (regelmäßig bis 2 Uhr) schlicht nicht sein.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/468,0,0,0,0,0,0,0,0,0,0,0,0
Ott469,Straße wird für durchfahrende Autos nicht benötigt,"Ein Jahr lang gab es mit dem Bau der Veloroute keine Staus und vor allem keinen Durchgangsverkehr vor unsere Tür.
Das ist echte Verkehrsberuhigung!
Es gab keinen größeren Staus auf den umliegenden Hauptverkehrsadern.
Also wird die Straße nicht zur Durchfahrt durch Ottensen benötigt - der Beweis ist erbracht!
Bitte in Zukunft nur Buse, Anwohner und Fahrräder, der Rest hat in unsere engen Straße nichts zu suchen.
Bitte konsequente Verkehrsberuhigung und keinen Durchgangsverkehr dann kommen auch die Buse schnell zum Ziel und stehen nicht im Stau.
Und die Fahrradfahrer und Anwohner atmen nicht durch Abgase verpeste Luft.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/469,1,0,0,0,0,0,0,0,0,1,0,0
Ott470,Bitte keine neue Gastronomie und Kioske im Viertel,"Die Ballermannisierung muss ein Ende haben.
Ständig verschwinden Geschäfte des täglichen Bedarfs oder zumindest Nichtgastro und es kommen ständig neue.
Jetzt wieder in der Bahrenfelder Str. Vor dem Alma Wartenbergplatz und dahinter gegenüber von Aldi.
Für uns Ottensener sind die nicht, uns reichen die vorhandenen schon lange.
Warum gibt es nicht mehr Gastronomie in den anderen Stadtteilen?
Dann hätten wir Anwohner hier ein bisschen mehr Ruhe, weniger Autos und weniger Dreck.
Wahrscheinlich können wir dann gar nicht so viel ausgehen, um die schon bestehende Gastros zu füllen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/470,0,0,0,0,0,0,0,0,0,0,0,0
Ott471,Erreichbarkeit des Wohnhauses mit PKW sicherstellen,"Die Anwohner:innen des Kerngebiets des Projekts FreiRaum Ottensen müssen auch nach etwaiger Umgestaltung der Straßen und Verkehrsführung weiterhin dazu berechtigt sein, die eigene Wohnung jederzeit mit einem PKW erreichen zu können.
Dabei ist es egal, ob es sich hier um einen eigenen PKW, einen gemieteten PKW oder ein Sharing-Gefährt etc. handelt.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/471,1,0,0,0,0,0,0,0,0,1,0,0
Ott472,"Wieviel Platz bleibt denn übrig für Bänke, Pflanzen, Spielgeräte, ....","Für konkrete Ideen hierzu fehlen aus meiner Sicht Straßenpläne mit Darstellung der bereits feststehenden Feuerwehrtrassen und -aufstellflächen und der privaten Grundstückszufahrten.
Diese erheblichen Flächen werden für feste Installationen wie Bepflanzungen und Möblierungen nicht zur Verfügung stehen.
Kneipen und Restaurants werden bereits Vorstellungen über die Anmietung öffentlichen Grundes entwickelt haben.
Letztlich wird es sich also um einen Flickenteppich handeln, der für öffentlich zugängliche Installationen (Pflanzungen, Pflanzenbehälter, Bänke, Spielgeräte, ...) zur Verfügung steht.
Diese Pläne müssten längst vorliegen und bestenfalls hier im Projektraum zu finden sein!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/472,0,0,0,0,0,0,0,0,0,0,0,0
Ott473,Spritzenplatz nach Westen ausdehnen,"""Autoarmes Ottensen"" ließe sich erreichen, wenn der Spritzenplatz nach Westen über die Bahrenfelder Straße ausgedehnt wird als Platz mit weiterem Grün und Sitzgelegenheiten.
Versenkbarer Poller oder ähnliches im Norden und Süden oder gleich bauliche Maßnahmen verhindern die Autodurchfahrt.
Nachdem auf diesem Stück keine Innenhöfe liegen, gibt es keine Probleme mit ""enteigneten"" privaten Stellflächen.
In der südlichen Bahrenfelder Straße wird die Fahrtrichtung umgekehrt, die Ottenser Hauptstraße wird in beide Richtungen aufgemacht.
Nachdem dort die Durchfahrt nicht mehr möglich ist, wird der Verkehr dort stark abnehmen, so dass eine einfache Wendemöglichkeit am Ende der OH ausreichen sollte.
Zulieferverkehr und die Marktbesteller können nach wie vor zufahren (über Erzbergerstr. hin und Bahrenfelder Str. weg oder Ottenser Hauptstr. hin&weg)
Lösungen müßte man noch finden für den Nord-Süd-Fahrradverkehr und wie man die Ausweichroute über die Mottenburgerstraße entschärft.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/473,1,1,1,0,0,0,0,1,0,1,0,0
Ott474,Große Brunnenstraße begrünen,"Die Große Brunnenstraße vor dem Pavillon kann man gut zumachen; Metallgeländer und Parkplätze weg und dann begrünen.
Das schafft Platz vor dem Elrojito.
Auch der Raum vor dem Pavillon könnte eine Aufhübschung vertragen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/474,1,0,0,0,0,0,0,0,1,0,0,0
Ott475,In den 90er war die Verkehrspolitik schon weiter,"Hier steht ein altes Schild auf dem steht „Ottensen verkehrsberuhigt, bitte über Elbchaussee ausweichen“.
Jetzt hat man im Rahmen der Veloroute aber die Durchfahrt durch Ottensen verbreitert, um einen breiteren Fahrradweg einzubauen.
Damit müssen die Autos bei der Durchfahrt durch Ottensen zukünftig nicht mehr Rücksicht auf die Fahrradfahrer nehmen, d.h. die Straße wurde gleichzeitig für den Durchgangsverkehr bis zum Hohenzollernring für die Autos besser ausgebaut.
Bitte baut nicht die Verkehrsberuhigung der 90er zurück, sondern setzt die alte Zielsetzung um.
Im Jahr 2021 kann es nicht angehen Straßen für Autos noch auszubauen.
Die Lösung ist eine nur für Busse und Anwohner durchlässige Schranke in der Mitte von Ottensen, die die Durchfahrt, wie schon von den Verkehrsplanern der 90er gewünscht, verhindert.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/475,1,1,0,0,0,0,0,0,0,1,0,0
Ott476,Straßengrün,"Nach dem Umbau zur Veloroute 1 sollen die Gehewege deutlich breiter werden, was schön ist.
Bitte bei der Gelegenheit Straßengrün in Kübeln aufstellen (richtig einplanzen geht leider nicht, weil zuviele unterirdische Kabel, Leitungen, Rohre zugänglich bleiben müssen)
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/476,0,0,0,0,0,0,0,0,0,0,0,0
Ott477,Parkplatz zu angemessenem Preis,"Vermutlich werden das Viele als Rumgespinne abtun, ich schreib aber einfach mal.
Die Situation: Wir haben in Ottensen zu viele Autos.
Die kommen a) durch Anwohner:innen und b) durch Gäste.
Um die Autos der Anwohner:innen dauerhaft von den Straßen zu bekommen, müsste man doch ""nur"" einigermaßen bezahlbare Parkplätze schaffen oder besser - den Leuten einen Anreiz geben, das Auto in Tiefgaragen oder Parkhäusern unterzubringen und damit weg vom öffentlichen Raum.
Dann kostet der Stellplatz halt nicht mehr 120 Euro, sondern 90 Euro.
Oder einen 10 Euro Gutschein für das Stadtrad oder eine Kunstausstellung wenn sie sich dort einen Stellplatz holen.
Oder eine Elphi-Karte, wenn sie den Stellplatz auch ein zweites Jahr mieten.
Jetzt werden alle Radfahrer:innen sagen: Ja, klar!
Sonst noch was?
Dürfen wir den Autofahrenden vielleicht noch die Schuhe polieren?
Aber zuletzt haben dann doch alle etwas davon!
Da zudem dann alle Parkplätze im Kerngebiet gestrichen werden, fahren auch Gäste eher ÖPNV.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/477,1,0,0,0,0,0,0,0,1,0,0,0
Ott478,Bau einer Raserstrecke im Schatten der Veloroute,"Früher konnten unsere Kinder auf den breiten Fußwegen spielen und die parkenden Autos wurden durch Bügel geschützt.
Jetzt sind die Fußwege ganz schmal und die schützenden Bügel sind weg.
Auf der jetzt breiten Fahrbahn ist viel Platz für Fahrräder aber auch noch mehr Platz für Autos.
Die Autos können jetzt noch besser rasen, um noch schnell die Ampel zu erreichen.
Sieht so moderne Verkehrsplanung aus zum Wohle der Anwohner, Fahrradfahrer und ÖPNV?
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/478,1,1,0,1,0,0,0,0,0,1,0,0
Ott479,E Roller,"Überall stehen diese E Roller im Weg.
Ohne Sinn und Verstand werden die quer auf dem Bürgersteig, an Ampeln, auf Radwegen etc. abgestellt.
Das muss aufhören!
Geht wohl nur mit festen Stellplätzen, wie bei den Stadtrad Rädern.
Von mir aus könnten die auch ganz weg, machen nur Ärger.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/479,0,1,0,0,1,0,0,0,1,0,0,0
Ott480,Smarte Ladezonen,"Vielleicht wären sog. Smarte Ladezonen auch etwas für das Projekt-Kerngebiet.
Hamburg startet hier Ende 2021 ein Pilotprojekt mit dem Bezirk Hamburg-Mitte (Link: https://www.hamburg.de/bwi/smarte-ladezonen/).
Hier geht es um Ladezonen, die mit Sensoren ausgestattet sind.
Über eine App buchen die Lieferanten den Parkraum und sie wissen direkt, wo Platz ist.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/480,1,0,0,0,0,0,0,1,1,0,0,1
Ott481,Taxifahrten besser in ÖPNV integrieren + Mobilitätskonzepte für alle,"Warum gibt es kein Monatsticket inkl. 20-30km Taxibudget?
Die Mobilitätskonzepte der letzten Jahre (Emmy, Lime Scooter etc.) berücksichtigen nicht die Bedürfnisse der älteren Einwohner.
Taxis werden von Senior:innen dagegen öfters genutzt.
Ein Auto kostet im Schnitt 300-400€.
Von dem Geld kann man sowieso die wöchentlichen Einkäufe mit dem Taxi erledigen.
Ein ÖPNV-Kombi Ticket wäre eine gute Kombination aus günstiger als Auto und flexibler als reiner ÖPNV.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/481,1,0,0,0,0,1,0,0,0,1,0,0
Ott482,Kein motorisierter Durchgangsverkehr mehr / Zufahrt mit Kraftfahrzeugen nur noch für Anwohner + Gewerbe,"Ein großer übergreifender Faktor für ein lebenswerteres Ottensen ist meines Erachtens der konsequente Ausschluss des motorisierten Durchgangsverkehres, welcher eine erhebliche Belastung darstellt.
Es sollten nur noch die Anwohner und das angesiedelte Gewerbe Zufahrt mit Kraftfahrzeugen haben.
Verkehr sucht sich seinen Weg wie Wasser: Solange es zeitlich einen Vorteil bringt, durch Ottensen hindurch anstatt herum zu fahren, wird dies auch nach wie vor genutzt werden.
Deshalb ist eine einfache aber effektive Zufahrtsbeschränkung nötig.
Persönlich schmerzt mich hier vor allem der massive Verkehr durch die Arnoldstraße/Keplerstraße/Eulenstraße (momentan zwar durch die Baustellen quasi nicht vorhanden, nach Abschluss der Bauarbeiten aber sicher wieder eine immense Belastung).
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/482,1,0,0,0,0,0,0,0,0,1,0,0
Ott483,Verkehrsplanung auf Koks,"Es wirkt als ob die Verkehrsplaner, die diese Kreuzung geplant haben zu viel Koks genommen haben.
Ein wildes Gewirr von Linien, Farben und merkwürdigen Verkehrsinseln, die Verwirrung erzeugen anstelle Ordnung in den Verkehr zu bringen.
Das schönste, die Verkehrsplaner haben auch gleich noch Bänke an der tosenden Kreuzung errichtet, so dass man sich den Irrsinn im Lärm und Abgasnebel in Ruhe ansehen kann :-)
Aus Sicht eine Fahrradfahrers: Fährt man in Richtung Elbe wird der Radweg plötzlich auf die Fahrbahn gelenkt ohne das dort Platz ist.
Wenn man diesem folgt, ist der Tod nicht weit.
Fährt man in andere Richtung steht nach der Kreuzung häufig ein Bus, den man in einem schmalem Streifen umfahren soll zwischen dem mit 70 rasendem Verkehr und dem stehendem Bus.
Kommt man aus der Bleickenallee und möchte recht abbiegen, wird die Fahrradampel gemeinsam mit den kreuzenden Fußgängern grün - Autsch.
Bitte testet doch mal mit einem Grundschulkind auf dem Fahrrad die Kreuzung auf Funktion
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/483,1,1,1,1,0,1,0,0,0,1,0,0
Ott484,Bau einer Luftmessstation - und es ist Schluss mit dem Durchgangsverkehr,"Hier in den engen Straßen von Ottensen ist kein Platz für Durchgangsverkehr.
Die engen Häuserschluchten sind schlecht durchlüftet und die Anwohner atmen hohe Schadstoffbelastung.
Bitte baut hier eine Luftmessstation.
Dann seht ihr, alle Grenzwerte sind überschritten und es hat sofort ein Ende mit dem Durchgangsverkehr.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/484,1,0,0,0,0,0,0,0,0,1,0,0
Ott485,Gestaffelte Preise für Anwohnerparken,"Ich bin für so viel Autofreiheit wie möglich im Quartier, gebe aber zu bedenken, dass es für manche aus verschiedenen Gründen (vom Arbeitsplatz außerhalb des HVV-Gebietes bis zu Verwandtschaft auf dem Land, die nicht mit Öffis erreichbar ist) zumindest deutlich schwieriger ist, ganz ohne Auto auszukommen.
Das hätte ich gern berücksichtigt.
Anwohnerparkplätze sind ein guter Kompromiss und dürften auch ruhig noch ein bisschen teurer sein.
Was mich ärgert: dass es keine Preisstaffel gibt.
Ob Wohnmobil, SUV oder Smart, alle kosten meines Wissens gleich viel.
Das ist ungerecht.
Plus: Zunehmend versperren Wohnmobile und Bullis bei den Schrägparkplätzen die Sicht, man kann als Fußgänger schwer die Straße überqueren und mit einem kleinen Auto schlecht rückwärts ausparken.
Sollte es für die ggf eine Garagenstellplatzpflicht geben?
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/485,1,0,0,0,0,0,0,0,1,0,0,0
